brand,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(cc),max_power(bhp),seats,selling_price
Mahindra,2013,60000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,400000
Maruti,2010,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5.0,170000
Hyundai,2015,60000,Diesel,Individual,Manual,Second Owner,24.8,1396.0,88.7,5.0,600000
Maruti,2011,100000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,130000
Hyundai,2007,60000,CNG,Individual,Manual,Second Owner,11.879999999999999,1495.0,93.7,5.0,120000
Maruti,2011,120000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,100000
Renault,2016,27500,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,310000
Maruti,2007,10000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4.0,35000
Hyundai,2010,120000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,80.0,5.0,200000
Maruti,2009,70000,Diesel,Individual,Manual,Second Owner,22.435050000000036,1246.24,77.29664999999996,5.0,270000
Hyundai,2015,80000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,650000
Tata,2013,120000,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,210000
Hyundai,2015,90000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.01,5.0,509999
Ford,2013,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,229999
Renault,2014,188000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,409999
Chevrolet,2011,67840,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,130000
Tata,2013,30000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,95000
Maruti,2016,35000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,225000
Maruti,2010,150000,Diesel,Individual,Manual,Second Owner,22.435050000000036,1246.24,77.29664999999996,5.0,256999
Maruti,2017,100000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,775000
Maruti,2017,30000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,420000
Hyundai,2016,70000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,480000
Toyota,2003,149032,Diesel,Individual,Manual,First Owner,15.691932773109237,2232.3193277310925,104.02789915966392,7.0,200000
Mahindra,2010,380000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,260000
Toyota,2011,84050,Petrol,Individual,Manual,First Owner,17.572727272727274,1415.0,94.08363636363637,5.0,210000
Volkswagen,2018,15000,Petrol,Individual,Manual,First Owner,16.2,1199.0,74.0,5.0,600000
Ford,2009,140000,Diesel,Individual,Manual,Second Owner,13.8,1399.0,68.0,5.0,140000
Maruti,2010,120000,Petrol,Individual,Manual,Third Owner,19.7,796.0,35.0,8.0,130000
Maruti,2007,112880,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,5.0,195000
Tata,2013,135000,Diesel,Dealer,Manual,Second Owner,19.4,1405.0,70.0,5.0,210000
Maruti,2006,80000,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,5.0,130000
Chevrolet,2012,128000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,141000
Mahindra,2011,120000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,7.0,280000
Maruti,2010,30000,Petrol,Individual,Automatic,First Owner,12.6,1586.0,103.2,5.0,350000
Tata,2018,70000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,575000
Hyundai,2015,41000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,550000
Toyota,2011,28100,Petrol,Individual,Manual,First Owner,17.572727272727274,1415.0,94.08363636363637,5.0,420000
Maruti,2006,30000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,120000
Maruti,2015,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,320000
Hyundai,2011,35000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0,250000
Maruti,2010,22000,Petrol,Individual,Manual,First Owner,15.0,1586.0,104.68,5.0,300000
Maruti,2006,70000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,250000
Maruti,2005,100000,Petrol,Individual,Manual,Second Owner,19.21963068181816,980.0511363636364,61.32218749999984,5.0,120000
Mahindra,2018,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,750000
Mahindra,2005,200000,Diesel,Individual,Manual,Second Owner,10.5,2179.0,120.0,8.0,151000
Tata,2011,120000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,300000
Maruti,2019,3000,Petrol,Individual,Manual,First Owner,20.89,1197.0,81.8,5.0,577000
Maruti,2012,50000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,229999
Mahindra,2013,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,500000
Honda,2019,1500,Petrol,Individual,Automatic,First Owner,18.2,1199.0,88.7,5.0,840000
Volkswagen,2017,74000,Diesel,Individual,Manual,First Owner,22.27,1498.0,108.6,5.0,900000
Honda,2017,25000,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,650000
Honda,2016,61915,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,650000
Hyundai,2016,110000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,250000
Volkswagen,2016,70000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.0,5.0,550000
Maruti,2007,150000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248.0,75.0,5.0,250000
Mahindra,2013,110000,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,7.0,350000
Chevrolet,2014,90000,Diesel,Individual,Manual,Second Owner,25.44,936.0,56.3,5.0,185000
Ford,2010,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5.0,229999
Toyota,2016,65000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,1000000
Maruti,2019,10000,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,490000
Hyundai,2009,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,150000
Maruti,2013,184000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,600000
Maruti,2013,80000,CNG,Individual,Manual,Second Owner,29.268000000000004,998.0,58.33,5.0,270000
Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,17.3,993.0,60.0,5.0,60000
Maruti,2008,89000,Petrol,Individual,Manual,Second Owner,15.6,1586.0,104.68,5.0,150000
Honda,2014,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,335000
Maruti,2013,69000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,525000
Hyundai,2015,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,465000
Tata,2012,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,83000
Hyundai,2017,8000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,300000
Hyundai,2012,35000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,350000
Hyundai,2011,45000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,300000
Fiat,2011,30000,Diesel,Individual,Manual,First Owner,20.4,1248.0,91.2,5.0,250000
Maruti,2006,59000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,114999
Maruti,2018,6200,Petrol,Individual,Manual,First Owner,19.34,1462.0,103.0,7.0,700000
Maruti,2020,120000,Petrol,Individual,Manual,Second Owner,21.63,998.0,67.0,5.0,250000
Maruti,2016,70000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,350000
Maruti,1998,70000,Petrol,Individual,Manual,First Owner,14.0,796.0,35.0,5.0,80000
Mahindra,2017,110000,Diesel,Individual,Manual,First Owner,15.4,2523.0,75.0,7.0,850000
Hyundai,2004,158000,Petrol,Individual,Manual,First Owner,18.918515981735208,1151.7397260273972,78.41783105022859,5.0,70000
Chevrolet,2007,93000,Petrol,Individual,Manual,Third Owner,18.0,995.0,62.0,5.0,90000
Chevrolet,2014,110000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,600000
Maruti,2007,57000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,135000
Hyundai,2005,120000,Petrol,Individual,Manual,First Owner,13.2,1495.0,94.0,5.0,150000
Tata,2012,35000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,259000
Tata,2012,90000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,220000
Tata,2012,35000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,246000
Maruti,2009,120000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,240000
Hyundai,2018,60000,Diesel,Individual,Manual,First Owner,22.1,1396.0,88.7,5.0,946000
Tata,2011,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,215000
Maruti,1999,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,50000
Honda,2013,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,310000
Hyundai,2008,35000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,220000
Maruti,2008,90000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,195000
Hyundai,2015,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,650000
Hyundai,2011,98000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,350000
Hyundai,2013,30000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,360000
Hyundai,2013,50000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5.0,550000
Hyundai,2016,26000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,490000
Maruti,2011,46000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,195000
Maruti,2010,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,125000
Tata,2019,10000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,459999
Maruti,2015,16700,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,275000
Maruti,2018,70000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,680000
Maruti,2015,7967,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,600000
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,22.0,1197.0,81.8,5.0,720000
Maruti,2011,50000,Diesel,Individual,Manual,First Owner,24.774488888888893,1246.1422222222222,79.36571111111112,5.0,295000
Renault,2016,9656,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,356000
Hyundai,2011,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,225000
Ford,2019,17000,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,5.0,725000
Chevrolet,2010,50000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,130000
Renault,2015,10000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,300000
Hyundai,2013,43000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,400000
Hyundai,2013,50000,Diesel,Individual,Manual,First Owner,23.5,1396.0,88.7,5.0,550000
Maruti,2006,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.0,5.0,120000
Mahindra,2012,100000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112.0,8.0,409999
Hyundai,2010,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5.0,110000
Mahindra,2012,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,450000
Maruti,2019,5000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,610000
Ford,2016,68609,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,5.0,515000
Ford,2018,33360,Diesel,Dealer,Manual,First Owner,22.77,1498.0,98.59,5.0,925000
Nissan,2019,14317,Petrol,Dealer,Manual,First Owner,14.23,1498.0,104.55,5.0,860000
Ford,2012,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0,225000
Ford,2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,500000
Maruti,2017,26634,Petrol,Dealer,Automatic,First Owner,21.21,1197.0,81.8,5.0,600000
Ford,2012,163720,Diesel,Dealer,Manual,First Owner,18.5,1399.0,68.0,5.0,195000
Maruti,2012,67998,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,265000
Ford,2018,20706,Diesel,Dealer,Manual,First Owner,23.8,1499.0,98.63,5.0,650000
Ford,2015,100581,Diesel,Dealer,Manual,First Owner,25.83,1498.0,99.0,5.0,415000
Renault,2015,67303,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,600000
Maruti,2013,79139,Petrol,Dealer,Manual,First Owner,18.5,1197.0,85.8,5.0,340000
Hyundai,2014,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5.0,350000
Maruti,2012,130376,Diesel,Dealer,Manual,Second Owner,23.2,1248.0,73.94,5.0,265000
Tata,2017,72000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,625000
Hyundai,2008,127000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,245000
Maruti,2014,120000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,395000
Fiat,2010,120000,Diesel,Individual,Manual,Second Owner,20.385714285714283,1248.0,86.90285714285714,5.0,190000
Hyundai,2014,100000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,490000
Toyota,2012,148000,Diesel,Individual,Manual,Second Owner,14.336931818181812,2371.2386363636365,106.5505681818182,7.0,450000
Maruti,2018,40000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,955000
Maruti,2013,110000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,525000
Tata,2017,30000,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,550000
Tata,2014,120000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70.0,5.0,200000
Ford,2017,15000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,500000
Maruti,2016,33500,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5.0,825000
Mahindra,2012,70000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7.0,250000
Toyota,2015,10000,Petrol,Individual,Manual,First Owner,18.16,1197.0,78.8,5.0,600000
Mahindra,2018,22053,Diesel,Individual,Manual,First Owner,16.36,2179.0,120.0,7.0,1325000
Mahindra,2016,50000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,770000
Chevrolet,2011,78432,Diesel,Individual,Manual,First Owner,16.52,1991.0,123.7,5.0,415000
Hyundai,2011,125000,Diesel,Individual,Manual,Second Owner,14.66,2199.0,194.3,7.0,825000
Ford,2018,80000,Diesel,Individual,Manual,First Owner,26.1,1498.0,99.23,5.0,530000
Toyota,2006,270000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8.0,425000
Honda,2012,50000,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,5.0,310000
Tata,2017,20000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,390000
Hyundai,2016,30000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5.0,700000
Hyundai,2010,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,200000
Toyota,2013,7200,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,8.0,1050000
Honda,2014,97000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,580000
Hyundai,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,200000
Chevrolet,2013,25000,Petrol,Individual,Manual,First Owner,18.2,1199.0,84.8,5.0,245000
Hyundai,2010,94000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,210000
Maruti,2005,90000,Petrol,Individual,Manual,Second Owner,15.4,1590.0,94.0,5.0,50000
Chevrolet,2012,50000,Diesel,Individual,Automatic,Second Owner,12.12,2231.0,184.0,7.0,700000
Tata,2019,35000,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,5.0,660000
Honda,2015,117500,Petrol,Individual,Manual,Second Owner,17.4,1497.0,117.3,5.0,630000
Mahindra,2012,78500,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,7.0,950000
Hyundai,2018,8000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,740000
Ford,2017,25000,Petrol,Individual,Manual,First Owner,18.12,1196.0,86.8,5.0,570000
Hyundai,2012,60000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,450000
Datsun,2019,10000,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5.0,390000
Ford,2009,70000,Petrol,Individual,Manual,Second Owner,14.2,1597.0,92.0,5.0,180000
Tata,2015,60000,Petrol,Individual,Manual,First Owner,25.4,624.0,37.48,4.0,130000
Honda,2006,70000,Petrol,Individual,Manual,Second Owner,17.7,1497.0,78.0,5.0,270000
Maruti,1997,25000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,60000
Hyundai,2006,90000,Petrol,Individual,Manual,Third Owner,13.9,1599.0,103.2,5.0,170000
Hyundai,2015,90000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,978999
Tata,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,490000
Ford,2012,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,88.7,5.0,280000
Tata,2018,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,390000
Maruti,2013,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796.0,47.3,5.0,170000
Chevrolet,2008,70000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,45000
Maruti,2016,80000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,640000
Mahindra,2015,110000,Diesel,Individual,Manual,Second Owner,15.4,2523.0,75.0,9.0,650000
Mahindra,2013,115717,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9.0,500000
Ford,2008,110000,Diesel,Individual,Manual,Second Owner,17.7,1399.0,68.0,5.0,90000
Tata,2014,70000,Diesel,Individual,Manual,Second Owner,15.05,2179.0,147.9,7.0,480000
Maruti,2019,4000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,630000
Hyundai,2011,50000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,250000
Hyundai,2016,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197.0,82.0,5.0,330000
Hyundai,2009,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,180000
Hyundai,2010,50000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,210000
Maruti,2016,55000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,550000
Tata,2020,5000,Petrol,Individual,Automatic,First Owner,17.0,1198.0,108.5,5.0,950000
Mahindra,2013,100000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,62.1,7.0,430000
Hyundai,2014,23000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,348000
Maruti,2014,60000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,196000
Maruti,2010,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,150000
Hyundai,2005,82000,Petrol,Individual,Manual,Fourth & Above Owner,16.160476190476192,1269.7619047619048,80.03571428571429,5.0,90000
Maruti,2009,60000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,5.0,150000
Tata,2019,100000,Diesel,Individual,Manual,First Owner,14.1,2179.0,153.86,7.0,1250000
Maruti,2015,90000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,600000
Tata,2010,26432,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.48,4.0,65000
Maruti,2016,46702,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8.0,220000
Maruti,2016,46706,Petrol,Dealer,Manual,First Owner,16.8,796.0,34.2,8.0,220000
Tata,2006,53523,Petrol,Dealer,Manual,First Owner,16.84,1193.0,64.4,5.0,110000
Chevrolet,2012,56365,Diesel,Dealer,Manual,First Owner,25.44,936.0,56.3,5.0,175000
Chevrolet,2011,49563,Petrol,Dealer,Manual,First Owner,16.2,995.0,62.1,5.0,160000
Maruti,2004,56432,Petrol,Dealer,Manual,First Owner,16.1,796.0,37.0,4.0,65000
Maruti,2002,52365,Petrol,Dealer,Manual,Second Owner,16.1,796.0,37.0,4.0,60000
Maruti,2007,53512,Petrol,Dealer,Manual,Second Owner,19.7,796.0,46.3,5.0,120000
Hyundai,2005,53563,Petrol,Dealer,Manual,Second Owner,19.2775,1148.5,79.88,5.0,110000
Mahindra,2013,40000,Diesel,Individual,Automatic,First Owner,11.18,2696.0,184.0,7.0,1000000
Maruti,2010,46533,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,220000
Maruti,2005,59635,Petrol,Dealer,Manual,Second Owner,19.66,958.0909090909091,59.26818181818182,5.0,105000
Maruti,2008,58632,Petrol,Dealer,Manual,Second Owner,14.0,796.0,35.0,5.0,114999
Maruti,2008,58632,LPG,Dealer,Manual,Second Owner,19.368457378483555,1458.319654880962,91.32034857870259,5.0,110000
Mahindra,2016,80000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,7.0,850000
Maruti,2016,70000,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,7.0,750000
Renault,2017,90000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,265000
Ford,2014,110000,Petrol,Individual,Manual,Second Owner,14.09,1596.0,99.6,5.0,450000
Mahindra,2013,90000,Diesel,Individual,Manual,First Owner,17.21,1493.0,100.0,7.0,225000
Mahindra,2015,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120.0,7.0,1125000
Maruti,2009,80000,Petrol,Individual,Manual,First Owner,16.6,1197.0,85.0,5.0,270000
Maruti,2007,78000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,130000
Mahindra,2017,45000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,660000
Maruti,2015,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,240000
Maruti,2017,58000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,275000
Toyota,2012,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,750000
Chevrolet,2007,30000,Petrol,Individual,Manual,Second Owner,14.7,1150.0,76.0,5.0,65000
Tata,2017,162000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,850000
Maruti,2016,50000,CNG,Individual,Manual,Second Owner,23.94,998.0,58.16,5.0,300000
Hyundai,2018,25000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,555000
Mahindra,2015,60000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,825000
Hyundai,2010,70000,LPG,Individual,Manual,Third Owner,12.105,1086.0,62.1,5.0,150000
Maruti,2009,138000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,185000
Hyundai,2010,70000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,180000
Maruti,2010,48000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,160000
Ford,2012,110000,Diesel,Individual,Automatic,First Owner,11.4,2953.0,153.86,7.0,500000
Maruti,2014,88000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,375000
Toyota,2015,68000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,900000
